# id\tfrequencyRank\tlevel\tword\ttranslation\thint\tpronunciation\tpartOfSpeech
1	1	BASE	the	определённый артикль	Used before a noun when the listener knows which person or thing is meant.	/ðə; ðiː/	article
6208	16184	ADVANCED	colonize	колонизировать	(transitive) To settle (a place) with colonists, and hence make (a place) into a colony.	/ˈkɑlənaɪz/	v
6209	16186	ADVANCED	eucharistic	евхаристический	(Christianity) Pertaining to the Eucharist.		adj
6210	16195	ADVANCED	annular	кольцевой; кольцевидный; кольцеобразный	Pertaining to, or having the form of, a ring; ring-shaped; in the shape of an annulus.	/ˈænjələ/	adj
6211	16200	ADVANCED	polytope	политоп	(geometry) A geometric shape (of any number of dimensions) which is fully enclosed and has flat sides, making it a member of the generalized class of shapes which includes the two-…	/ˈpɑliˌtoʊp/	n
6212	16201	ADVANCED	megalithic	мегалитический	Of or pertaining to megaliths, to the people who made them, or to the period when they were made.	/ˌmɛɡəˈlɪθɪk/	adj
6213	16209	ADVANCED	autocratic	самодержавный; автократический	Of or pertaining to autocracy or to an autocrat; absolute; holding independent and arbitrary powers of government.		adj
6214	16210	ADVANCED	isomer	изомер	(physical chemistry) Any of two or more compounds with the same molecular formula but with different structure.	/ˈaɪ.sə.mə/	n
6215	16211	ADVANCED	interstitial	вставка; щелистый; междоузлие; промежуточный	Of, relating to, or situated in an interstice.	/ɪntəɹˈstɪʃəl/	adj
6216	16215	ADVANCED	hatchery	инкубаторий	A facility where eggs are hatched under artificial conditions, especially those of fish or poultry.	/ˈhæt͡ʃəɹi/	n
6217	16217	ADVANCED	intifada	интифада	An insurrection; a usually violent attempt to take control of a government.	/ˌɪntɪˈfɑːdə/	n
6218	16228	ADVANCED	gluten	глютен; клейковина	(cooking, biochemistry) The major protein in cereal grains, especially wheat; responsible for the elasticity in dough and the structure in baked bread. [from 19th c.]	/ˈɡluːtn̩/	n
6219	16235	ADVANCED	fricative	щелевой; фрикативный	(phonetics) produced by air flowing through a restriction in the oral cavity.	/fɾɪˈkeʈɪv/	adj
6220	16236	ADVANCED	banishment	изгнание; ссылка; высылка	The act of banishing.	/ˈbænɪʃmənt/	n
6221	16238	ADVANCED	antagonism	вражда; антагонизм; враждебность	A strong natural dislike or hatred; antipathy.	/ænˈtæɡənɪzəm/	n
6222	16246	ADVANCED	uppermost	высший; наивысший; самый верхний	At or nearest the top of something.	/ˈʌpəməʊst/	adj
6223	16257	ADVANCED	draughtsman	чертёжник; рисовальщик	A person skilled at drawing engineering or architectural plans.	/ˈdɹɑːftsmən/	n
6224	16259	ADVANCED	incite	подбивать; разжигать; подстрекать	(transitive) To stir up or excite; to rouse or goad into action.	/ɪnsajʈ/	v
6225	16264	ADVANCED	triumvirate	трио; тройка; триумвират	An official group of three people, especially a ruling council of three men and particularly (historical) two such councils in Roman history.	/tɹaɪˈʌm.vəɹ.ɪt/	n
6226	16267	ADVANCED	vagrant	бомж; бомжиха; бродяга; скиталец	(dated) A person who wanders from place to place; a nomad, a wanderer.	/ˈveɪɡɹənt/	n
6227	16268	ADVANCED	fossa	фосса	A large nocturnal reddish-brown catlike mammal (Cryptoprocta ferox) of the civet family, endemic to the rainforests of Madagascar. It is slender, long-tailed and has retractile cla…	/ˈfuː.sə/	n
6228	16269	ADVANCED	byproduct	субпродукт; побочный продукт	.		n
6229	16277	ADVANCED	platelet	тромбоцит	(hematology, cytology) A small colorless disk-shaped particle found in the blood of mammals, which plays an important role in the formation of blood clots.	/ˈpleɪt.lət/	n
6230	16280	ADVANCED	phenomenology	феноменология	(philosophy) The study of structures of consciousness as experienced from the first-person point of view.	/fɪˌnɑməˈnɑləd͡ʒi/	n
6231	16282	ADVANCED	ethnology	этнология; народоведение	(anthropology) The branch of anthropology that compares and analyzes different human cultures and the relationships between them.		n
6232	16293	ADVANCED	accusative	винительный падеж; винительный; обвинительный	Producing accusations; in a manner that reflects a finding of fault or blame	/əˈkjuzətɪv/	adj
6233	16296	ADVANCED	volcanism	вулканизм	(volcanology) Any of the natural phenomena and processes associated with the action of volcanos, geysers and fumaroles		n
6234	16300	ADVANCED	allege	ссылаться; голословно утверждать; безосновательно утверждать; заявлять под присяга|присягой	(obsolete, transitive) To state under oath, to plead.	/əˈlɛd͡ʒ/	v
6235	16305	ADVANCED	nematode	аскарида; нематода	(zoology) A worm of the large phylum Nematoda, such as a roundworm or threadworm.	/ˈnɛm.ə.təʊd/	n
6236	16306	ADVANCED	chipset	чипсет	(computing) A group of integrated circuits that are designed to work together, and are usually marketed as a single product.	/ˈt͡ʃɪpˌsɛt/	n
6237	16311	ADVANCED	accompanist	аккомпаниатор	(music) The performer in music who takes the accompanying part.	/əˈkʌmp(ə)nɪst/	n
6238	16314	ADVANCED	whitefish	сиг	Any of several North American freshwater fish, of the genus Coregonus, used as food.		n
6239	16316	ADVANCED	audiobook	аудиобук; аудиокнига; аудио-книга	A recording, usually made available for sale, of a reading of the full text or of an abridgement of a book.		n
6240	16318	ADVANCED	hibernation	спячка; гибернация; зимняя спячка	(biology, sleep) A state of minimum power consumption, inactivity and metabolic depression in some animals during winter.	/ˌhaɪ.bəɹˈneɪ.ʃən/	n
6241	16329	ADVANCED	catholicos	католикос	(Christianity) A high-ranking bishop or patriarch in certain Eastern Christian traditions.	/kəˈθɒlɪkəs/	n
6242	16330	ADVANCED	sawtooth	зуб пила|пилы	Any of various pierid butterflies of the genus Prioneris.	/ˈsɔːtuːθ/	n
6243	16331	ADVANCED	ontological	онтологический	Of or pertaining to the nature of being or existence.		adj
6244	16335	ADVANCED	intrinsically	по сути; внутренне; в сущности; по существу	In an intrinsic manner; internally; essentially.		adv
6245	16351	ADVANCED	hippodrome	ипподром	A horse racing course.	/ˈhɪpəˌdɹəʊm/	n
6246	16354	ADVANCED	customarily	обычно; привычно	(manner) In the customary manner; as is custom		adv
6247	16356	ADVANCED	inflected	флективный	(linguistics) Having inflected word forms; fusional.		adj
6248	16361	ADVANCED	librettist	либреттист; либреттистка	The person who writes a libretto.		n
6249	16368	ADVANCED	ukulele	укулеле; гавайская гитара	A small four-stringed guitar.	/juː.kəˈleɪ.li/	n
6250	16372	ADVANCED	plexus	сплетение; переплетение	(anatomy) A network of anastomosing or interwoven nerves, blood vessels, or lymphatic vessels.	/ˈplɛk.səs/	n
6251	16373	ADVANCED	implantation	имплантация	(anatomy) The way in which an organ, bone, muscle etc. becomes inserted into its set place.	/ɪmplɑːnˈteɪʃ(ə)n/	n
6252	16375	ADVANCED	intersex	интерсексуал; интерсексуалка; интерсексуальный	(countable, biology, zoology) An individual with any of these conditions.	/ˈɪn.tə.sɛks/	n
6253	16394	ADVANCED	toponymy	топонимика	(semantics) Lexicological study of place names; a branch of onomastics.	/təˈpɒ.nɪˌmi/	n
6254	16395	ADVANCED	pogrom	погром	A riot aimed at persecution or massacre of a particular ethnic or religious group, usually Jews.	/poʊ-/	n
6255	16397	ADVANCED	meticulously	дотошно; мелочно; тщательно; кропотливо	In a meticulous manner.		adv
6256	16401	ADVANCED	fortnightly	двухнедельный; двухнедельник; раз в две неделя|недели	Occurring once in a fortnight; once every two weeks.		adj
6257	16403	ADVANCED	deterrence	удержание; устрашение; сдерживание	The act of deterring, or the state of being deterred.	/diˈtɝɹəns/	n
6258	16415	ADVANCED	diatonic	диатонический	(music) Relating to or characteristic of a musical scale which contains seven pitches and a pattern of five whole tones and two semitones; particularly, of the major or natural min…		adj
6259	16416	ADVANCED	ganglion	ганглий	An encapsulated collection of nerve cell bodies, typically linked by synapses, and often forming a swelling on a nerve fiber.	/ˈɡæŋ.ɡli.ən/	n
6260	16421	ADVANCED	feudalism	феодализм; феодальный строй	A social system based on personal ownership of resources and personal fealty between a suzerain (lord) and a vassal (subject). Defining characteristics are direct ownership of reso…	/ˈfju.də.lɪ.zəm/	n
6261	16443	ADVANCED	crystallography	кристаллография	The experimental science of determining the arrangement of atoms in solids.	/ˌkɹɪstəˈlɑɡɹəfi/	n
6262	16449	ADVANCED	disjoint	разъединить; разъединять; непересекающийся	To render disjoint; to remove a connection, linkage, or intersection.	/dɪsˈd͡ʒɔɪnt/	v
6263	16458	ADVANCED	radicalism	радикализм; радикальность		/ˈradɪkəlɪz(ə)m/	n
6264	16459	ADVANCED	yarrow	тысячелистник	Any of several pungent Eurasian and North American herbs, of the genus Achillea, used in traditional herbal medicine.	/ˈjæɹoʊ/	n
6265	16460	ADVANCED	pleura	плевра	(anatomy) Each of a pair of smooth serous membranes which line the thorax and envelop the lungs in humans and other mammals.	/ˈplʊə.ɹə/	n
6266	16473	ADVANCED	fearsome	грозный; страшный	frightening, especially in appearance.	/ˈfɪəsəm/	adj
6267	16474	ADVANCED	postscript	постскриптум	(countable) An addendum to a letter, added after the author's signature.	/ˈpoʊst.skɹɪpt/	n
6268	16475	ADVANCED	powerfully	мощно	In a powerful manner.	/ˈpaʊəf(ə)li/	adv
6269	16483	ADVANCED	freeware	фривер; бесплатный|бесплатное ПО	(software) Complete and functional software that does not require payment or other compensation (such as viewing advertising) for its use. Freeware may be a proprietary license wit…	/ˈfɹiːˌwɛə/	n
6270	16489	ADVANCED	landlocked	континентальный; окружённый суша|сушей	(of a country, geographical region, etc.) Surrounded by land (having no borders with the sea).	/ˈlændlɑkt/	adj
6271	16493	ADVANCED	blotch	пятно	An uneven patch of color or discoloration.	/blɑt͡ʃ/	n
6272	16497	ADVANCED	dictatorial	диктаторский	of or pertaining to a dictator	[dɪktəˈtɔːɹɪəɫ]	adj
6273	16507	ADVANCED	vilayet	велаят; вилайа; вилоят; вилайет	(politics) A province, particularly (historical) the first-level administrative divisions of the Ottoman Empire.	/ˌvɪləˈjɛt/	n
6274	16512	ADVANCED	renunciation	отречение; отказ; отрешение	The act of rejecting or renouncing something as invalid.		n
6275	16513	ADVANCED	genotype	генотип	(genetics) The part (DNA sequence) of the genetic makeup of an organism which determines a specific characteristic (phenotype) of that organism.	/ˈdʒɛnəʊˌtaɪp/	n
6276	16518	ADVANCED	diploid	диплоидный	(genetics) Of a cell, having a pair of each type of chromosome, one of the pair being derived from the ovum and the other from the spermatozoon. Most somatic cells of higher organi…		adj
6277	16526	ADVANCED	countable	исчислимый; исчисляемый	Capable of being counted; having a quantity.	/ˈkaʊn.tə.bəl/	adj
6278	16532	ADVANCED	thrombosis	тромбоз	(pathology) The formation of thrombi in the blood vessels of a living organism, causing obstruction of the circulation.	/θɹɑmˈboʊsɪs/	n
6279	16543	ADVANCED	antecedent	предыдущий; предшествующий	Earlier, either in time or in order.	/ˌæntɪˈsiːdənt/	adj
6280	16544	ADVANCED	stratum	слой	One of several parallel horizontal layers of material arranged one on top of another.	/ˈstɹaː.təm/	n
6281	16545	ADVANCED	laserdisc	лазерный диск	A home videodisc in the Laserdisc format.		n
6282	16546	ADVANCED	novitiate	послушник; послушница; послушничество	The period during which a novice of a religious order undergoes training.	/nəˈvɪʃi.ət/	n
6283	16547	ADVANCED	crowdfunding	краудфандинг	(finance) Funding by many individuals pooling their money together for a common goal, usually via the Internet.		n
6284	16548	ADVANCED	palatal	палатальный; палатальный звук	(anatomy) Pertaining to the palate.	/pəˈleɪtl̩/	adj
6285	16549	ADVANCED	sorceress	ведьма; колдунья; чародейка; волшебница	A female sorcerer, especially one who is elegant; compare witch.		n
6286	16557	ADVANCED	crossbar	поперечина; перекладина	(sports) The top of the goal structure.	/ˈkɹ̠ɑs.bɑɹ/	n
6287	16559	ADVANCED	cursor	курсор; движок; стрелка; каретка	A part of any of several scientific or measuring instruments that moves back and forth to indicate a position.	/ˈkɜɹsəɹ/	n
6288	16561	ADVANCED	serif	сериф; засечка; отсечка; подсечка	(typography) A short line added to the end of a stroke in traditional typefaces, such as Times New Roman.	/səˈɹiːf/	n
6289	16564	ADVANCED	nameplate	табличка; именная табличка	A plate or plaque inscribed with a name.		n
6290	16565	ADVANCED	psalter	псалтирь; псалтырь		/ˈsɒltə(ɹ)/	n
6291	16572	ADVANCED	creationism	креационизм	Any creationary belief, especially a belief that the origin of things is due to an event or process of creation brought about by the deliberate act of any divine agency, such as a…	/kɹiˈeɪʃənɪzəm/	n
6292	16582	ADVANCED	physiotherapy	физиотерапия	(British, Commonwealth, Irish) Therapy that uses physical techniques such as massage, ultrasound, heat, and exercise.		n
6293	16585	ADVANCED	conservationist	защитник природы	A person who maintains natural areas or protects threatened species.		n
6294	16590	ADVANCED	mentorship	наставничество	The role or state of being a mentor.		n
6295	16591	ADVANCED	legitimately	законно; легитимно	In a legitimate manner, properly, fair and square.		adv
6296	16607	ADVANCED	standstill	застой; простой; остановка; бездействие	Complete immobility; a halt.	/ˈstændˌstɪl/	n
6297	16611	ADVANCED	chancellery	канцелярия		/-slə.ɹi/	n
6298	16613	ADVANCED	airtime	эфирное время	The duration during which a radio or television program (or part of one) is transmitted.		n
6299	16618	ADVANCED	prodigious	огромный; громадный; непомерный; чрезмерный	Extraordinarily amazing.	/pɹoʊ-/	adj
6300	16625	ADVANCED	gregarious	стадный; контактный; общительный; коммуникабельный	(of a person) Who enjoys being in crowds and socializing.	/ɡɹɪˈɡɛə.ɹɪ.əs/	adj
6301	16630	ADVANCED	proportionally	пропорционально	In proportion; in due degree; adapted relatively.	/pɹəˈpɔɹʃənəli/	adv
6302	16632	ADVANCED	yucca	юкка	Any of several evergreen plants of the genus Yucca, having long, pointed, and rigid leaves at the top of a woody stem, and bearing a large panicle of showy white blossoms.	/ˈjuːkə/	n
6303	16635	ADVANCED	fluted	рифлёный; гофрированный	Having flutes or grooves, either for decoration or to trim weight.		adj
6304	16636	ADVANCED	eloquence	красноречие; красноречивость	The quality of artistry and persuasiveness in speech or writing.	/ˈɛl.ə.kwəns/	n
6305	16640	ADVANCED	futurist	футурист; футуристка; футуристский; футуристический	In the style of futurism.		adj
6306	16641	ADVANCED	nonconformist	нонконформист; нонконформистка	Someone who does not conform to accepted beliefs, customs or practices. [from 17th c.]		n
6307	16656	ADVANCED	bivalve	двустворчатый	Any mollusc belonging to the taxonomic class Bivalvia, characterized by a shell consisting of two hinged sections, such as a scallop, clam, mussel or oyster.	/ˈbaɪvælv/	n
6308	16658	ADVANCED	cartography	картография	(uncountable) The creation of charts and maps based on the layout of a territory's geography. [from 19th c.]	/kɐɹˈtɒɡɹəfi/	n
6309	16664	ADVANCED	pathogenesis	патогенез	The origin and development of a disease.		n
6310	16666	ADVANCED	chrysalis	куколка; хризалида	The pupa of a butterfly or moth, particularly bare and hanging or girdled, as opposed to enclosed in a cocoon, in which metamorphosis takes place.	/ˈkɹɪsəlɪs/	n
6311	16673	ADVANCED	ghazal	газель	(poetry) A poetic form mostly used for love poetry in Middle Eastern, South, and Central Asian poetry.	/ˈɡæzæl/	n
6312	16676	ADVANCED	prospector	старатель; золотоискатель; геологоразведчик	A person who explores or prospects an area in search of mineral deposits, such as gold.	/pɹəˈspɛktə/	n
6313	16680	ADVANCED	titian	тициан; тициановый	Of a bright auburn colour, tinted with gold, especially in reference to hair.	/ˈtɪʃən/	adj
6314	16682	ADVANCED	landgrave	ландграф	County nobleman in the British, privately held North American colony Carolina, ranking just below the proprietary (chartered equivalent of a royal vassal).		n
6315	16692	ADVANCED	dissonance	диссонанс	(countable, uncountable) A harsh, discordant combination of sounds.	/ˈdɪsənəns/	n
6316	16693	ADVANCED	dubstep	дабстеп	A subgenre of electronic dance music descended from 2-step garage that was popular in the early 2010s, characterized by its dark mood, sparse half-step and two-step rhythms, and em…	/ˈdʌbstɛp/	n
6317	16694	ADVANCED	adorn	украсить; украшать		/əˈdɔɹn/	v
6318	16698	ADVANCED	swordsman	мечник; фехтовальщик	A person skilled at using swords in sport or combat; a fencer.		n
6319	16707	ADVANCED	fecal	каловый; фекальный	Of or relating to feces.	/ˈfiːkəl/	adj
6320	16709	ADVANCED	astrologer	астролог; звездочёт	One who studies or practices astrology.	/əˈstɹɒl.ə.d͡ʒɚ/	n
6321	16710	ADVANCED	gentrification	джентрификация	(urban studies) The renewal and rebuilding that accompanies the influx of middle class or affluent people into deteriorating areas and often displaces earlier, usually poorer, resi…	/d͡ʒɛn.tɹɪ.fɪˈkeɪ.ʃən/	n
6322	16717	ADVANCED	quadrilateral	четырёхугольник; четырёхсторонний	(geometry) A polygon with four sides.	/ˌkwɑd.ɹəˈlæt.ɚ.əl/	n
6323	16719	ADVANCED	falsetto	фальцет	(singing, uncountable) The "false" (singing) voice in any human, usually airy and lacking a purity of vowels; created by using the next highest vocal folds above those used for spe…	/fɒlˈsɛt.əʊ/	n
6324	16722	ADVANCED	infinitive	инфинитив; неопределённая форма	(grammar) A non-finite verb form considered neutral with respect to inflection; depending on language variously found used with auxiliary verbs, in subordinate clauses, or acting a…	/ɪnˈfɪnətɪv/	n
6325	16723	ADVANCED	contraceptive	контрацептив; контрацептивный; противозачаточный; противозачаточное	A mechanism or means by which conception as a result of sexual intercourse can be prevented or made less likely.	/ˈkɒn.tɹəˌsɛp.tɪv/	n
6326	16726	ADVANCED	socialization	социализация	(sociology, psychology) The process of learning how to live in a way acceptable to one's own society, said especially about children.		n
6327	16735	ADVANCED	phrasing	фразировка; формулировка; формулирование	The way a statement is put together, particularly in matters of style and word choice.	/ˈfɹeɪzɪŋ/	n
6328	16736	ADVANCED	morphologically	морфологически	With regard to morphology.		adv
6329	16742	ADVANCED	ellipsoid	эллипсоид	(mathematics, geometry) A surface, all of whose cross sections are elliptic or circular (including the sphere), that generalises the ellipse and in Cartesian coordinates (x, y, z)…	/iˈlɪp.sɔɪd/	n
6330	16744	ADVANCED	inwards	внутрь	Towards the inside.	/ˈɪnwədz/	adv
6331	16754	ADVANCED	oration	речь		/ɒˈɹeɪʃən/	n
6332	16758	ADVANCED	cryogenic	криогенный	Of, relating to, or performed at low temperatures.	/ˌkɹaɪoʊˈd͡ʒɛnɪk/	adj
6333	16771	ADVANCED	ornithology	орнитология	The branch of zoology that deals with the scientific study of birds.	/ˌɔɹnɪˈθɑlədʒi/	n
6334	16772	ADVANCED	asexual	бесполый; асексуал; асексуалист; асексуальный	(especially, of a person) Not experiencing sexual attraction; lacking interest in or desire for sex.	/eɪˈsɛk.sjuː.əl/	adj
6335	16774	ADVANCED	unsupported	неподдерживаемый	Without confirmation from a credible source, without verifying support		adj
6336	16777	ADVANCED	epigenetic	эпигенетический	(genetics) Of or relating to epigenetics.	/ˌɛpɪd͡ʒəˈnɛtɪk/	adj
6337	16783	ADVANCED	polymorphism	полиморфизм	The ability to assume different forms or shapes.	/pɑliˈmɔɹfɪz(ə)m/	n
6338	16784	ADVANCED	megawatt	мегаватт	One million (1 000 000) watts, an amount of power large enough to power such things as an entire commercial building or a small passenger aircraft. (Consuming 1 megawatt during a d…		n
6339	16788	ADVANCED	cruzeiro	крузейро	The currency of Brazil from 1942 to 1986 and 1990 to 1993.		n
6340	16801	ADVANCED	apostasy	отступничество; апостасия; вероотступничество	The renunciation of a belief or set of beliefs.	/əˈpɑs.tə.si/	n
6341	16806	ADVANCED	aldehyde	альдегид	(organic compound) Any of a large class of reactive organic compounds (R·CHO) having a carbonyl functional group attached to one hydrocarbon radical and a hydrogen atom.	/ˈæl.dɪ.haɪd/	n
6342	16812	ADVANCED	retrospectively	ретроспективно	In a retrospective manner.		adv
6343	16815	ADVANCED	bitumen	битум	A sticky, black, highly viscous liquid or semi-solid form of petroleum, burning with a bright flame. It occurs as an abundant natural product in many places, as on the shores of th…	/baɪˈtumən/	n
6344	16817	ADVANCED	magnification	увеличение	The act of magnifying; enlargement; exaggeration.	/ˌmæɡnɪfɪˈkeɪʃən/	n
6345	16825	ADVANCED	clarinetist	кларнетист; кларнетистка	Someone who plays the clarinet.	/ˌklæɹɪˈnɛtɪst/	n
6346	16830	ADVANCED	plush	плюш	A textile fabric with a nap or shag on one side, longer and softer than the nap of velvet.	/plʌʃ/	n
6347	16831	ADVANCED	interconnect	связать; связывать; связаться; связываться	(transitive) To connect to one another.	/ˌɪn.tə.kəˈnɛkt/	v
6348	16833	ADVANCED	cladogram	кладограмма			n
6349	16847	ADVANCED	blacklist	чёрный список	(legal, computing) A list or set of people or entities to be shunned or banned, disallowed or blocked.	/ˈblæklɪst/	n
6350	16850	ADVANCED	academical	академический	Pertaining to a university or other form of higher education. [First attested in the late 16th century.]	/ˌæk.əˈdɛm.ɪ.kl̩/	adj
6351	16863	ADVANCED	profane	мирской; светский; нечестивый; богохульный	Unclean; ritually impure; unholy, desecrating a holy place or thing.	/pɹəˈfeɪn/	adj
6352	16867	ADVANCED	dislocation	смещение; вывих	The act of displacing, or the state of being displaced.	/dɪsləʊˈkeɪʃən/	n
6353	16869	ADVANCED	insectivorous	насекомоядный	Feeding on insects.	/ˌɪnsɛkˈtɪv(ə)ɹəs/	adj
6354	16874	ADVANCED	sluice	шлюз	An artificial passage for water, fitted with a valve or gate, for example in a canal lock or a mill stream, for stopping or regulating the flow.	/sljuːs/	n
6355	16877	ADVANCED	granary	житница; амбар; зернохранилище	(agriculture) A storage facility for grain or sometimes animal feed.	/ˈɡɹan(ə)ɹi/	n
6356	16878	ADVANCED	narcissus	нарцисс	Any of several bulbous flowering plants, of the genus Narcissus, having white or yellow cup- or trumpet-shaped flowers, notably the daffodil	/nɑɹˈsɪsəs/	n
6357	16883	ADVANCED	midwifery	акушерство; родовспоможение	The practice and science of being a midwife.	/mɪdˈwɪfəɹi/	n
6358	16885	ADVANCED	algorithmic	алгоритмический	(mathematics, computing) Of, relating to, or being an algorithm.	/ˌælɡəˈɹɪðmɪk/	adj
6359	16894	ADVANCED	detainee	задержанный	Someone who is detained, especially in custody or confinement.	/ˌdɪteɪˈniː/	n
6360	16895	ADVANCED	occipital	затылочный; окципитальный	(anatomy) Of, pertaining to, or located within or near the occiput (back of the head) or the occipital bone.	/ɑkˈsɪp.ət.l̩/	adj
6361	16905	ADVANCED	shortfall	дефицит	An instance of falling short, of not meeting a quota, an obligation, or more generally any expected target.		n
6362	16910	ADVANCED	bulkhead	переборка	(nautical) A vertical partition dividing the hull into separate compartments; often made watertight to prevent excessive flooding if the ship's hull is breached.	/ˈbʌlk.hɛd/	n
6363	16919	ADVANCED	recursion	рекурсия	(mathematics) The act of defining an object (usually a function) in terms of that object itself.	/ɹɪˈkɜː(ɹ)ʒən/	n
6364	16925	ADVANCED	analgesic	анальгетик; болеутоляющий; обезболивающий; анальгетический	(pharmaceutical effect) Of or relating to analgesia; anodyne.	/ˌæn.l̩ˈd͡ʒiː.sɪk/	adj
6365	16926	ADVANCED	amplify	усиливать; увеличивать	(transitive) To render larger, more extended, or more intense.	/ˈæm.plə.faɪ/	v
6366	16938	ADVANCED	gallium	галлий	A chemical element (symbol Ga) with an atomic number of 31; a soft bluish metal.	/ˈɡæliəm/	n
6367	16940	ADVANCED	desalination	опреснение; десалинизация	The process of removing salt from sea water in order to make drinking water.	/diːˌsælɪˈneɪʃən/	n
6368	16951	ADVANCED	divisible	делимый	(arithmetic) Of an integer, that, when divided by another integer, results in another integer still, thus leaving no remainder.	[dɪˈvɪzɪbəɫ]	adj
6369	16956	ADVANCED	folklorist	фольклорист	A person who studies or collects folklore	/ˈfoʊklɔɹɪst/	n
6370	16962	ADVANCED	deepen	усилиться; усиливаться; усилить; углубить	(transitive) To make deep or deeper	/ˈdiːpən/	v
6371	16964	ADVANCED	facilitation	облегчение; содействие	The act of facilitating or making easy.	/fəˌsɪləˈteɪʃən/	n
6372	16975	ADVANCED	ferrous	железный	Of an element: iron, or in certain ways similar to iron. (Said mainly of iron group elements, in any sense of that term.)	/ˈfɛɹəs/	adj
6373	16979	ADVANCED	unrecognized	неузнанный; непризнанный; нераспознанный	Not acknowledged; not granted recognition.		adj
6374	16981	ADVANCED	tetrahedral	четырёхгранный	Of, relating to, or having the shape of a tetrahedron.		adj
6375	16991	ADVANCED	worsen	ухудшить; ухудшать; ухудшиться; ухудшаться	(transitive) To make worse; to impair.	/wɔːsn̩/	v
6376	17008	ADVANCED	thirdly	в-третьих	In the third place; third in a row.	/ˈθɚdli/	adv
6377	17009	ADVANCED	domestication	доместикация; одомашнивание	The act of domesticating, or accustoming to home; the action of taming wild animals or breeding plants.		n
6378	17010	ADVANCED	photojournalist	фотожурналист; фотожурналистка	A journalist who uses photojournalism.		n
6379	17011	ADVANCED	universality	всемирность; всеобщность; универсальность	the property of being universal, common to all members of a class	/ˌju.nɪ.vɝˈsæl.ə.ti/	n
6380	17012	ADVANCED	preclude	мешать; исключать; устранять; предотвращать	(transitive) To remove the possibility of; to rule out; to prevent or exclude; to render impossible.	/pɹiːˈkluːd/	v
6381	17016	ADVANCED	photosynthetic	фотосинтетический	Of, relating to, or employing photosynthesis.		adj
6382	17042	ADVANCED	fatwa	фатва; фетва	(religion, by extension) A formal decree or ruling, or statement, issued by an authority of a religion other than Islam.	/ˈfætwɑ/	n
6383	17043	ADVANCED	bacillus	бацилла	Any of various rod-shaped, spore-forming aerobic bacteria in the genus Bacillus, some of which cause disease.	/bæˈsɪl.əs/	n
6384	17044	ADVANCED	ketone	кетон	(organic compound) A homologous series of organic molecules whose functional group is an oxygen atom joined to a carbon atom—by a double bond—in a carbon-hydrogen based molecule.	/ˈkitoʊn/	n
6385	17048	ADVANCED	dermatitis	дерматит	(pathology) Inflammation of the skin.	/ˌdɜː(ɹ)m.əˈtaɪ.tɪs/	n
6386	17055	ADVANCED	inflection	флексия; перегиб; сгибание; окончание	(grammar, uncountable) The linguistic phenomenon of morphological variation, whereby terms take a number of distinct forms in order to express different grammatical features.	/ɪnˈflɛkʃən/	n
6387	17061	ADVANCED	infinitesimal	бесконечно малый; бесконечно малая величина	(informal) Very small.	/ˌɪnfɪnɪˈtɛsɪməl/	adj
6388	17062	ADVANCED	conurbation	конурбация	A continuous aggregation of built-up urban communities created as a result of urban sprawl.	/ˌkɑnɚˈbeɪʃən/	n
6389	17063	ADVANCED	amphetamine	амфетамин	(informal) Any mixture of the two amphetamine enantiomers, dextroamphetamine and levoamphetamine.	/æmˈfɛt.ə.miːn/	n
6390	17082	ADVANCED	humorist	юморист; юмористка	A humorous or witty person, especially someone skilled in humorous writing or performance. [from 17th c.]		n
6391	17083	ADVANCED	pacification	усмирение; успокоение; пацификация; умиротворение	The process of pacifying.		n
6392	17090	ADVANCED	hypoxia	гипоксия	(pathology) A condition in which tissues are deprived of an adequate supply of oxygen [from 1940s].	/haɪˈpɔk.si.ə/	n
6393	17101	ADVANCED	holomorphic	голоморфный	(complex analysis, of a complex function) Complex-differentiable on an open set around every point in its domain.		adj
6394	17116	ADVANCED	tilak	тилак; тилака	A mark or symbol worn on the forehead by Hindus, ornamentally or as an indication of status.	/ˈtɪlək/	n
6395	17119	ADVANCED	gravitation	тяготение; притяжение; гравитация	(physics) The fundamental force of attraction that exists between all matter in the universe, caused by the curvature of spacetime caused by matter. It is the weakest of the four f…	/ˌɡɹævɪˈteɪʃən/	n
6396	17120	ADVANCED	dystrophy	дистрофия	A wasting of body tissues, of either genetic origin or due to inadequate or defective nutrition.	/ˈdɪstɹəfi/	n
6397	17126	ADVANCED	anthropogenic	антропогенный	Having its origin in the influence of human activity on nature.	/ˌæn θrə pəˈdʒɛn ɪk/	adj
6398	17132	ADVANCED	communicative	общительный; коммуникативный	Eager to communicate; talkative.	/kəˈmjunɪkeʈɪv/	adj
6399	17135	ADVANCED	separable	отделимый	Able to be separated.		adj
6400	17144	ADVANCED	votive	клятвенный	Dedicated or given in fulfillment of a vow or pledge.	/ˈvoʊ.tɪv/	adj
6401	17147	ADVANCED	tyrannosaurus	тиранозавр	Any large carnivorous dinosaur, of the genus Tyrannosaurus, found in North America during the late Cretaceous period.	/taɪˌɹænəˈsɔːɹəs/	n
6402	17148	ADVANCED	graze	пасти; ссадина; пастись; содрать	(transitive) To feed or supply (cattle, sheep, etc.) with grass; to furnish pasture for.	/ɡɹeɪz/	v
